Result #1,
API,31737180
GIS WELL NUMBER,5
GIS SYMBOL DESCRIPTION,Oil Well
GIS LOCATION SOURCE,Operator reported location - Distances and Plat
GIS LAT (NAD27),32.249680
GIS LONG (NAD27),-101.986324
GIS LAT (NAD83),32.249797
GIS LONG (NAD83),-101.986740
,Well Logs
OPERATOR/WELLBORE,
WELLBORE STATUS,OPEN
LAST PERMIT ISSUED,724016
LAST PERMIT OPERATOR NUMBER,036047
LAST PERMIT OPERATOR,ATHLON ENERGY OPERATING LLC
LAST PERMIT LEASE NAME,"WOODY ""36"""
TOTAL DEPTH,11275
SURFACE LOCATION,Land
ABSTRACT,
SURVEY,
BLOCK,
SECTION,
DISTANCE 1,
DIRECTION 1,
DISTANCE 2,
DIRECTION 2,
,Oil/Gas Imaged Records for API:31737180
COMPLETION RECORD,
PRORATION SCHEDULE,OIL
DISTRICT,08
LEASE/ID,35729
OPERATOR NUMBER,251691
OPERATOR,ENCANA OIL & GAS(USA) INC.
LEASE NAME,"WOODY ""36"""
FIELD,SPRABERRY (TREND AREA)
WELL NUMBER,   5  
TYPE WELL,PRODUCING
ON SCHEDULE,YES
,production data query(pdq)
